"","Entrez","Pathway","SYMBOL"
"mmu04062 Chemokine signaling pathway117","20292","Chemokine signaling pathway","Ccl11"
"mmu04062 Chemokine signaling pathway118","20293","Chemokine signaling pathway","Ccl12"
"mmu04062 Chemokine signaling pathway119","20295","Chemokine signaling pathway","Ccl17"
"mmu04062 Chemokine signaling pathway120","20296","Chemokine signaling pathway","Ccl2"
"mmu04062 Chemokine signaling pathway121","20297","Chemokine signaling pathway","Ccl20"
"mmu04062 Chemokine signaling pathway122","20299","Chemokine signaling pathway","Ccl22"
"mmu04062 Chemokine signaling pathway123","20300","Chemokine signaling pathway","Ccl25"
"mmu04062 Chemokine signaling pathway124","20301","Chemokine signaling pathway","Ccl27a"
"mmu04062 Chemokine signaling pathway125","20302","Chemokine signaling pathway","Ccl3"
"mmu04062 Chemokine signaling pathway126","20303","Chemokine signaling pathway","Ccl4"
"mmu04062 Chemokine signaling pathway127","20304","Chemokine signaling pathway","Ccl5"
"mmu04062 Chemokine signaling pathway128","20305","Chemokine signaling pathway","Ccl6"
"mmu04062 Chemokine signaling pathway129","20306","Chemokine signaling pathway","Ccl7"
"mmu04062 Chemokine signaling pathway130","20307","Chemokine signaling pathway","Ccl8"
"mmu04062 Chemokine signaling pathway131","20308","Chemokine signaling pathway","Ccl9"
"mmu04062 Chemokine signaling pathway132","20309","Chemokine signaling pathway","Cxcl15"
"mmu04062 Chemokine signaling pathway133","20310","Chemokine signaling pathway","Cxcl2"
"mmu04062 Chemokine signaling pathway134","20311","Chemokine signaling pathway","Cxcl5"
"mmu04062 Chemokine signaling pathway135","20312","Chemokine signaling pathway","Cx3cl1"
"mmu04062 Chemokine signaling pathway136","20315","Chemokine signaling pathway","Cxcl12"
"mmu04062 Chemokine signaling pathway137","20416","Chemokine signaling pathway","Shc1"
"mmu04062 Chemokine signaling pathway138","20418","Chemokine signaling pathway","Shc3"
"mmu04062 Chemokine signaling pathway139","20662","Chemokine signaling pathway","Sos1"
"mmu04062 Chemokine signaling pathway140","20663","Chemokine signaling pathway","Sos2"
"mmu04062 Chemokine signaling pathway141","20779","Chemokine signaling pathway","Src"
"mmu04062 Chemokine signaling pathway142","20846","Chemokine signaling pathway","Stat1"
"mmu04062 Chemokine signaling pathway143","20847","Chemokine signaling pathway","Stat2"
"mmu04062 Chemokine signaling pathway144","20848","Chemokine signaling pathway","Stat3"
"mmu04062 Chemokine signaling pathway145","20851","Chemokine signaling pathway","Stat5b"
"mmu04062 Chemokine signaling pathway146","210044","Chemokine signaling pathway","Adcy2"
"mmu04062 Chemokine signaling pathway147","215449","Chemokine signaling pathway","Rap1b"
"mmu04062 Chemokine signaling pathway148","216148","Chemokine signaling pathway","Shc2"
"mmu04062 Chemokine signaling pathway149","216869","Chemokine signaling pathway","Arrb2"
"mmu04062 Chemokine signaling pathway150","21844","Chemokine signaling pathway","Tiam1"
"mmu04062 Chemokine signaling pathway151","22324","Chemokine signaling pathway","Vav1"
"mmu04062 Chemokine signaling pathway152","22325","Chemokine signaling pathway","Vav2"
"mmu04062 Chemokine signaling pathway153","22376","Chemokine signaling pathway","Was"
"mmu04062 Chemokine signaling pathway154","224129","Chemokine signaling pathway","Adcy5"
